Starting a file (upload.txt) upload...
Received ack(1147) from the server.
Received ack(1148) from the server.
Received ack(1149) from the server.
Received ack(1150) from the server.
Received ack(1151) from the server.
Received ack(1152) from the server.
Received ack(1153) from the server.
Received ack(1154) from the server.
Received ack(1155) from the server.
Received ack(1156) from the server.
Received ack(1157) from the server.
Received ack(1158) from the server.
Received ack(1159) from the server.
Received ack(1160) from the server.
Received ack(1161) from the server.
Received ack(1162) from the server.
Received ack(1163) from the server.
Received ack(1164) from the server.
Received ack(1165) from the server.
Received ack(1166) from the server.
Received ack(1167) from the server.
Received ack(1168) from the server.
Received ack(1169) from the server.
Received ack(1170) from the server.
Received ack(1171) from the server.
Received ack(1172) from the server.
Received ack(1173) from the server.
Received ack(1174) from the server.
Received ack(1175) from the server.
Received ack(1176) from the server.
Received ack(1177) from the server.
Received ack(1178) from the server.
Received ack(1179) from the server.
Received ack(1180) from the server.
Received ack(1181) from the server.
Received ack(1182) from the server.
Received ack(1183) from the server.
Received ack(1184) from the server.
Received ack(1185) from the server.
Received ack(1186) from the server.
Received ack(1187) from the server.
Received ack(1188) from the server.
Received ack(1189) from the server.
Received ack(1190) from the server.
Received ack(1191) from the server.
Received ack(1192) from the server.
Received ack(1193) from the server.
Received ack(1194) from the server.
Received ack(1195) from the server.
Received ack(1196) from the server.
Received ack(1197) from the server.
Received ack(1198) from the server.
Received ack(1199) from the server.
Received ack(1200) from the server.
Received ack(1201) from the server.
Received ack(1202) from the server.
Received ack(1203) from the server.
Received ack(1204) from the server.
Received ack(1205) from the server.
Received ack(1206) from the server.
Received ack(1207) from the server.
Received ack(1208) from the server.
Received ack(1209) from the server.
Received ack(1210) from the server.
Received ack(1211) from the server.
Received ack(1212) from the server.
Received ack(1213) from the server.
Received ack(1214) from the server.
Received ack(1215) from the server.
Received ack(1216) from the server.
Received ack(1217) from the server.
Received ack(1218) from the server.
Received ack(1219) from the server.
Received ack(1220) from the server.
Received ack(1221) from the server.
Received ack(1222) from the server.
Received ack(1223) from the server.
Received ack(1224) from the server.
Received ack(1225) from the server.
Received ack(1226) from the server.
Received ack(1227) from the server.
Received ack(1228) from the server.
Received ack(1229) from the server.
Received ack(1230) from the server.
Received ack(1231) from the server.
Received ack(1232) from the server.
Received ack(1233) from the server.
Received ack(1234) from the server.
Received ack(1235) from the server.
Received ack(1236) from the server.
Received ack(1237) from the server.
Received ack(1238) from the server.
Received ack(1239) from the server.
Received ack(1240) from the server.
Received ack(1241) from the server.
Received ack(1242) from the server.
Received ack(1243) from the server.
Received ack(1244) from the server.
Received ack(1245) from the server.
Received ack(1246) from the server.
Received ack(1247) from the server.
Received ack(1248) from the server.
Received ack(1249) from the server.
Received ack(1250) from the server.
Received ack(1251) from the server.
Received ack(1252) from the server.
Received ack(1253) from the server.
Received ack(1254) from the server.
Received ack(1255) from the server.
Received ack(1256) from the server.
Received ack(1257) from the server.
Received ack(1258) from the server.
Received ack(1259) from the server.
Received ack(1260) from the server.
Received ack(1261) from the server.
Received ack(1262) from the server.
Received ack(1263) from the server.
Received ack(1264) from the server.
Received ack(1265) from the server.
Received ack(1266) from the server.
Received ack(1267) from the server.
Received ack(1268) from the server.
Received ack(1269) from the server.
Received ack(1270) from the server.
Received ack(1271) from the server.
Received ack(1272) from the server.
Received ack(1273) from the server.
Received ack(1274) from the server.
Received ack(1275) from the server.
Received ack(1276) from the server.
Received ack(1277) from the server.
Received ack(1278) from the server.
Received ack(1279) from the server.
Received ack(1280) from the server.
